Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-11-02 01:25:00+00:00,35538.75,35538.75,35538.75,35538.75,18069504,0.0,0.0
2023-11-02 01:26:00+00:00,35541.875,35541.875,35541.875,35541.875,2578432,0.0,0.0
2023-11-02 01:27:00+00:00,35522.13671875,35522.13671875,35522.13671875,35522.13671875,1310720,0.0,0.0
2023-11-02 01:28:00+00:00,35512.6015625,35512.6015625,35512.6015625,35512.6015625,8409088,0.0,0.0
2023-11-02 01:29:00+00:00,35551.921875,35551.921875,35551.921875,35551.921875,2048000,0.0,0.0
2023-11-02 01:30:00+00:00,35580.02734375,35580.02734375,35580.02734375,35580.02734375,3940352,0.0,0.0
2023-11-02 01:31:00+00:00,35578.04296875,35578.04296875,35578.04296875,35578.04296875,30048256,0.0,0.0
2023-11-02 01:32:00+00:00,35567.01953125,35567.01953125,35567.01953125,35567.01953125,5384192,0.0,0.0
2023-11-02 01:33:00+00:00,35550.4296875,35550.4296875,35550.4296875,35550.4296875,5017600,0.0,0.0
2023-11-02 01:34:00+00:00,35545.2109375,35545.2109375,35545.2109375,35545.2109375,17762304,0.0,0.0
2023-11-02 01:35:00+00:00,35520.98828125,35520.98828125,35520.98828125,35520.98828125,0,0.0,0.0
2023-11-02 01:36:00+00:00,35519.25,35519.25,35519.25,35519.25,2246656,0.0,0.0
2023-11-02 01:37:00+00:00,35515.78125,35515.78125,35515.78125,35515.78125,0,0.0,0.0
2023-11-02 01:38:00+00:00,35508.7265625,35508.7265625,35508.7265625,35508.7265625,4425728,0.0,0.0
2023-11-02 01:39:00+00:00,35517.76953125,35517.76953125,35517.76953125,35517.76953125,0,0.0,0.0
2023-11-02 01:40:00+00:00,35518.99609375,35518.99609375,35518.99609375,35518.99609375,16711680,0.0,0.0
2023-11-02 01:41:00+00:00,35542.64453125,35542.64453125,35542.64453125,35542.64453125,2615296,0.0,0.0
2023-11-02 01:42:00+00:00,35565.2890625,35565.2890625,35565.2890625,35565.2890625,2650112,0.0,0.0
2023-11-02 01:43:00+00:00,35584.62890625,35584.62890625,35584.62890625,35584.62890625,1210368,0.0,0.0
2023-11-02 01:44:00+00:00,35583.55078125,35583.55078125,35583.55078125,35583.55078125,3966976,0.0,0.0
2023-11-02 01:45:00+00:00,35638.62890625,35638.62890625,35638.62890625,35638.62890625,6246400,0.0,0.0
2023-11-02 01:46:00+00:00,35624.23828125,35624.23828125,35624.23828125,35624.23828125,29108224,0.0,0.0
2023-11-02 01:47:00+00:00,35635.68359375,35635.68359375,35635.68359375,35635.68359375,4673536,0.0,0.0
2023-11-02 01:48:00+00:00,35631.234375,35631.234375,35631.234375,35631.234375,1914880,0.0,0.0
2023-11-02 01:49:00+00:00,35598.96484375,35598.96484375,35598.96484375,35598.96484375,17616896,0.0,0.0
2023-11-02 01:50:00+00:00,35603.91796875,35603.91796875,35603.91796875,35603.91796875,243712,0.0,0.0
2023-11-02 01:51:00+00:00,35608.35546875,35608.35546875,35608.35546875,35608.35546875,1640448,0.0,0.0
2023-11-02 01:52:00+00:00,35617.2734375,35617.2734375,35617.2734375,35617.2734375,12859392,0.0,0.0
2023-11-02 01:53:00+00:00,35604.6953125,35604.6953125,35604.6953125,35604.6953125,419840,0.0,0.0
2023-11-02 01:54:00+00:00,35563.43359375,35563.43359375,35563.43359375,35563.43359375,1728512,0.0,0.0
2023-11-02 01:55:00+00:00,35574.52734375,35574.52734375,35574.52734375,35574.52734375,4149248,0.0,0.0
2023-11-02 01:56:00+00:00,35604.140625,35604.140625,35604.140625,35604.140625,1226752,0.0,0.0
2023-11-02 01:57:00+00:00,35603.78515625,35603.78515625,35603.78515625,35603.78515625,6365184,0.0,0.0
2023-11-02 01:58:00+00:00,35600.17578125,35600.17578125,35600.17578125,35600.17578125,3778560,0.0,0.0
2023-11-02 01:59:00+00:00,35594.73046875,35594.73046875,35594.73046875,35594.73046875,0,0.0,0.0
2023-11-02 02:00:00+00:00,35597.25,35597.25,35597.25,35597.25,3141632,0.0,0.0
2023-11-02 02:01:00+00:00,35606.21875,35606.21875,35606.21875,35606.21875,0,0.0,0.0
2023-11-02 02:02:00+00:00,35606.69921875,35606.69921875,35606.69921875,35606.69921875,0,0.0,0.0
2023-11-02 02:03:00+00:00,35598.625,35598.625,35598.625,35598.625,0,0.0,0.0
2023-11-02 02:04:00+00:00,35590.48046875,35590.48046875,35590.48046875,35590.48046875,0,0.0,0.0
2023-11-02 02:05:00+00:00,35570.61328125,35570.61328125,35570.61328125,35570.61328125,0,0.0,0.0
2023-11-02 02:06:00+00:00,35583.34375,35583.34375,35583.34375,35583.34375,2961408,0.0,0.0
2023-11-02 02:07:00+00:00,35590.87109375,35590.87109375,35590.87109375,35590.87109375,8222720,0.0,0.0
2023-11-02 02:08:00+00:00,35583.73046875,35583.73046875,35583.73046875,35583.73046875,1552384,0.0,0.0
2023-11-02 02:09:00+00:00,35572.48828125,35572.48828125,35572.48828125,35572.48828125,0,0.0,0.0
2023-11-02 02:10:00+00:00,35570.640625,35570.640625,35570.640625,35570.640625,2293760,0.0,0.0
2023-11-02 02:11:00+00:00,35588.71484375,35588.71484375,35588.71484375,35588.71484375,1036288,0.0,0.0
2023-11-02 02:12:00+00:00,35596.41796875,35596.41796875,35596.41796875,35596.41796875,4448256,0.0,0.0
2023-11-02 02:13:00+00:00,35588.7265625,35588.7265625,35588.7265625,35588.7265625,6221824,0.0,0.0
2023-11-02 02:14:00+00:00,35584.08203125,35584.08203125,35584.08203125,35584.08203125,0,0.0,0.0
2023-11-02 02:15:00+00:00,35576.8125,35576.8125,35576.8125,35576.8125,577536,0.0,0.0
2023-11-02 02:16:00+00:00,35610.98046875,35610.98046875,35610.98046875,35610.98046875,999424,0.0,0.0
2023-11-02 02:17:00+00:00,35623.38671875,35623.38671875,35623.38671875,35623.38671875,5668864,0.0,0.0
2023-11-02 02:18:00+00:00,35637.0234375,35637.0234375,35637.0234375,35637.0234375,6303744,0.0,0.0
2023-11-02 02:19:00+00:00,35647.2890625,35647.2890625,35647.2890625,35647.2890625,27615232,0.0,0.0
2023-11-02 02:20:00+00:00,35655.46484375,35655.46484375,35655.46484375,35655.46484375,243712,0.0,0.0
2023-11-02 02:21:00+00:00,35639.35546875,35639.35546875,35639.35546875,35639.35546875,15851520,0.0,0.0
2023-11-02 02:22:00+00:00,35571.37890625,35571.37890625,35571.37890625,35571.37890625,26507264,0.0,0.0
2023-11-02 02:23:00+00:00,35557.875,35557.875,35557.875,35557.875,1869824,0.0,0.0
2023-11-02 02:24:00+00:00,35551.07421875,35551.07421875,35551.07421875,35551.07421875,3039232,0.0,0.0
2023-11-02 02:25:00+00:00,35594.84765625,35594.84765625,35594.84765625,35594.84765625,48611328,0.0,0.0
2023-11-02 02:26:00+00:00,35569.0,35569.0,35569.0,35569.0,8728576,0.0,0.0
2023-11-02 02:27:00+00:00,35573.88671875,35573.88671875,35573.88671875,35573.88671875,2179072,0.0,0.0
2023-11-02 02:28:00+00:00,35603.01953125,35603.01953125,35603.01953125,35603.01953125,13920256,0.0,0.0
2023-11-02 02:29:00+00:00,35613.203125,35613.203125,35613.203125,35613.203125,7116800,0.0,0.0
2023-11-02 02:30:00+00:00,35612.57421875,35612.57421875,35612.57421875,35612.57421875,2424832,0.0,0.0
2023-11-02 02:31:00+00:00,35619.1328125,35619.1328125,35619.1328125,35619.1328125,20746240,0.0,0.0
2023-11-02 02:32:00+00:00,35664.06640625,35664.06640625,35664.06640625,35664.06640625,4450304,0.0,0.0
2023-11-02 02:33:00+00:00,35653.96875,35653.96875,35653.96875,35653.96875,8431616,0.0,0.0
2023-11-02 02:34:00+00:00,35668.74609375,35668.74609375,35668.74609375,35668.74609375,27228160,0.0,0.0
2023-11-02 02:35:00+00:00,35667.1484375,35667.1484375,35667.1484375,35667.1484375,3958784,0.0,0.0
2023-11-02 02:36:00+00:00,35643.37890625,35643.37890625,35643.37890625,35643.37890625,4593664,0.0,0.0
2023-11-02 02:37:00+00:00,35655.62109375,35655.62109375,35655.62109375,35655.62109375,11360256,0.0,0.0
2023-11-02 02:38:00+00:00,35649.96484375,35649.96484375,35649.96484375,35649.96484375,7419904,0.0,0.0
2023-11-02 02:39:00+00:00,35660.6796875,35660.6796875,35660.6796875,35660.6796875,1554432,0.0,0.0
2023-11-02 02:40:00+00:00,35681.6875,35681.6875,35681.6875,35681.6875,23445504,0.0,0.0
2023-11-02 02:41:00+00:00,35677.1171875,35677.1171875,35677.1171875,35677.1171875,7923712,0.0,0.0
2023-11-02 02:42:00+00:00,35697.05859375,35697.05859375,35697.05859375,35697.05859375,3391488,0.0,0.0
2023-11-02 02:43:00+00:00,35782.0,35782.0,35782.0,35782.0,96366592,0.0,0.0
2023-11-02 02:44:00+00:00,35749.0859375,35749.0859375,35749.0859375,35749.0859375,32456704,0.0,0.0
2023-11-02 02:45:00+00:00,35750.7734375,35750.7734375,35750.7734375,35750.7734375,12832768,0.0,0.0
2023-11-02 02:46:00+00:00,35772.875,35772.875,35772.875,35772.875,101595136,0.0,0.0
2023-11-02 02:47:00+00:00,35847.390625,35847.390625,35847.390625,35847.390625,10074112,0.0,0.0
2023-11-02 02:48:00+00:00,35916.0546875,35916.0546875,35916.0546875,35916.0546875,18774016,0.0,0.0
2023-11-02 02:49:00+00:00,35868.92578125,35868.92578125,35868.92578125,35868.92578125,164751360,0.0,0.0
2023-11-02 02:50:00+00:00,35902.0234375,35902.0234375,35902.0234375,35902.0234375,20054016,0.0,0.0
2023-11-02 02:51:00+00:00,35919.84375,35919.84375,35919.84375,35919.84375,17045504,0.0,0.0
2023-11-02 02:52:00+00:00,35901.359375,35901.359375,35901.359375,35901.359375,88600576,0.0,0.0
2023-11-02 02:53:00+00:00,35900.046875,35900.046875,35900.046875,35900.046875,15251456,0.0,0.0
2023-11-02 02:54:00+00:00,35822.09765625,35822.09765625,35822.09765625,35822.09765625,0,0.0,0.0
2023-11-02 02:55:00+00:00,35812.4921875,35812.4921875,35812.4921875,35812.4921875,90304512,0.0,0.0
2023-11-02 02:56:00+00:00,35797.41015625,35797.41015625,35797.41015625,35797.41015625,9418752,0.0,0.0
2023-11-02 02:57:00+00:00,35771.0234375,35771.0234375,35771.0234375,35771.0234375,12183552,0.0,0.0
2023-11-02 02:58:00+00:00,35768.72265625,35768.72265625,35768.72265625,35768.72265625,54370304,0.0,0.0
2023-11-02 02:59:00+00:00,35735.29296875,35735.29296875,35735.29296875,35735.29296875,8798208,0.0,0.0
2023-11-02 03:00:00+00:00,35720.08203125,35720.08203125,35720.08203125,35720.08203125,11423744,0.0,0.0
2023-11-02 03:01:00+00:00,35698.46875,35698.46875,35698.46875,35698.46875,27969536,0.0,0.0
2023-11-02 03:02:00+00:00,35692.75,35692.75,35692.75,35692.75,1810432,0.0,0.0
2023-11-02 03:03:00+00:00,35709.16796875,35709.16796875,35709.16796875,35709.16796875,10403840,0.0,0.0
2023-11-02 03:04:00+00:00,35693.35546875,35693.35546875,35693.35546875,35693.35546875,23384064,0.0,0.0
2023-11-02 03:05:00+00:00,35694.91796875,35694.91796875,35694.91796875,35694.91796875,9826304,0.0,0.0
2023-11-02 03:06:00+00:00,35724.99609375,35724.99609375,35724.99609375,35724.99609375,8185856,0.0,0.0
2023-11-02 03:07:00+00:00,35732.74609375,35732.74609375,35732.74609375,35732.74609375,39522304,0.0,0.0
2023-11-02 03:08:00+00:00,35727.9296875,35727.9296875,35727.9296875,35727.9296875,5380096,0.0,0.0
2023-11-02 03:09:00+00:00,35734.79296875,35734.79296875,35734.79296875,35734.79296875,6238208,0.0,0.0
2023-11-02 03:10:00+00:00,35731.0,35731.0,35731.0,35731.0,28030976,0.0,0.0
2023-11-02 03:11:00+00:00,35726.1484375,35726.1484375,35726.1484375,35726.1484375,372736,0.0,0.0
2023-11-02 03:12:00+00:00,35749.15234375,35749.15234375,35749.15234375,35749.15234375,5120000,0.0,0.0
2023-11-02 03:13:00+00:00,35785.375,35785.375,35785.375,35785.375,20164608,0.0,0.0
2023-11-02 03:14:00+00:00,35788.7734375,35788.7734375,35788.7734375,35788.7734375,8380416,0.0,0.0
2023-11-02 03:15:00+00:00,35778.8359375,35778.8359375,35778.8359375,35778.8359375,3024896,0.0,0.0
2023-11-02 03:16:00+00:00,35793.0234375,35793.0234375,35793.0234375,35793.0234375,41963520,0.0,0.0
2023-11-02 03:17:00+00:00,35786.953125,35786.953125,35786.953125,35786.953125,6559744,0.0,0.0
2023-11-02 03:18:00+00:00,35772.61328125,35772.61328125,35772.61328125,35772.61328125,4583424,0.0,0.0
2023-11-02 03:19:00+00:00,35803.87890625,35803.87890625,35803.87890625,35803.87890625,20948992,0.0,0.0
2023-11-02 03:20:00+00:00,35817.87890625,35817.87890625,35817.87890625,35817.87890625,6993920,0.0,0.0
2023-11-02 03:21:00+00:00,35831.31640625,35831.31640625,35831.31640625,35831.31640625,1724416,0.0,0.0
2023-11-02 03:22:00+00:00,35816.82421875,35816.82421875,35816.82421875,35816.82421875,15269888,0.0,0.0
2023-11-02 03:23:00+00:00,35811.3671875,35811.3671875,35811.3671875,35811.3671875,2265088,0.0,0.0
2023-11-02 03:24:00+00:00,35772.796875,35772.796875,35772.796875,35772.796875,0,0.0,0.0
2023-11-02 03:25:00+00:00,35728.23828125,35728.23828125,35728.23828125,35728.23828125,13727744,0.0,0.0
2023-11-02 03:26:00+00:00,35732.59765625,35732.59765625,35732.59765625,35732.59765625,7729152,0.0,0.0
2023-11-02 03:27:00+00:00,35719.3515625,35719.3515625,35719.3515625,35719.3515625,5576704,0.0,0.0
2023-11-02 03:28:00+00:00,35709.6171875,35709.6171875,35709.6171875,35709.6171875,14809088,0.0,0.0
2023-11-02 03:29:00+00:00,35689.06640625,35689.06640625,35689.06640625,35689.06640625,0,0.0,0.0
2023-11-02 03:30:00+00:00,35657.80078125,35657.80078125,35657.80078125,35657.80078125,10070016,0.0,0.0
2023-11-02 03:31:00+00:00,35623.859375,35623.859375,35623.859375,35623.859375,23382016,0.0,0.0
2023-11-02 03:32:00+00:00,35597.2578125,35597.2578125,35597.2578125,35597.2578125,6182912,0.0,0.0
2023-11-02 03:33:00+00:00,35608.32421875,35608.32421875,35608.32421875,35608.32421875,0,0.0,0.0
2023-11-02 03:34:00+00:00,35615.25,35615.25,35615.25,35615.25,71802880,0.0,0.0
2023-11-02 03:35:00+00:00,35615.5859375,35615.5859375,35615.5859375,35615.5859375,7442432,0.0,0.0
2023-11-02 03:36:00+00:00,35623.94921875,35623.94921875,35623.94921875,35623.94921875,794624,0.0,0.0
2023-11-02 03:37:00+00:00,35645.0234375,35645.0234375,35645.0234375,35645.0234375,19460096,0.0,0.0
2023-11-02 03:38:00+00:00,35657.78515625,35657.78515625,35657.78515625,35657.78515625,1714176,0.0,0.0
2023-11-02 03:39:00+00:00,35636.46484375,35636.46484375,35636.46484375,35636.46484375,9216000,0.0,0.0
2023-11-02 03:40:00+00:00,35625.87890625,35625.87890625,35625.87890625,35625.87890625,27129856,0.0,0.0
2023-11-02 03:41:00+00:00,35625.9453125,35625.9453125,35625.9453125,35625.9453125,806912,0.0,0.0
2023-11-02 03:42:00+00:00,35623.3984375,35623.3984375,35623.3984375,35623.3984375,0,0.0,0.0
2023-11-02 03:43:00+00:00,35614.171875,35614.171875,35614.171875,35614.171875,3172352,0.0,0.0
2023-11-02 03:44:00+00:00,35598.78125,35598.78125,35598.78125,35598.78125,2308096,0.0,0.0
2023-11-02 03:45:00+00:00,35607.41015625,35607.41015625,35607.41015625,35607.41015625,2050048,0.0,0.0
2023-11-02 03:46:00+00:00,35614.0234375,35614.0234375,35614.0234375,35614.0234375,13686784,0.0,0.0
2023-11-02 03:47:00+00:00,35611.20703125,35611.20703125,35611.20703125,35611.20703125,3104768,0.0,0.0
2023-11-02 03:48:00+00:00,35597.72265625,35597.72265625,35597.72265625,35597.72265625,888832,0.0,0.0
2023-11-02 03:49:00+00:00,35623.49609375,35623.49609375,35623.49609375,35623.49609375,10348544,0.0,0.0
2023-11-02 03:50:00+00:00,35619.984375,35619.984375,35619.984375,35619.984375,7960576,0.0,0.0
2023-11-02 03:51:00+00:00,35603.0625,35603.0625,35603.0625,35603.0625,0,0.0,0.0
2023-11-02 03:52:00+00:00,35627.5078125,35627.5078125,35627.5078125,35627.5078125,7512064,0.0,0.0
2023-11-02 03:53:00+00:00,35621.12890625,35621.12890625,35621.12890625,35621.12890625,329728,0.0,0.0
2023-11-02 03:54:00+00:00,35607.81640625,35607.81640625,35607.81640625,35607.81640625,3805184,0.0,0.0
2023-11-02 03:55:00+00:00,35619.90234375,35619.90234375,35619.90234375,35619.90234375,11024384,0.0,0.0
2023-11-02 03:56:00+00:00,35622.11328125,35622.11328125,35622.11328125,35622.11328125,284672,0.0,0.0
2023-11-02 03:57:00+00:00,35623.19921875,35623.19921875,35623.19921875,35623.19921875,1579008,0.0,0.0
2023-11-02 03:58:00+00:00,35616.83984375,35616.83984375,35616.83984375,35616.83984375,0,0.0,0.0
2023-11-02 03:59:00+00:00,35610.140625,35610.140625,35610.140625,35610.140625,720896,0.0,0.0
2023-11-02 04:00:00+00:00,35599.65234375,35599.65234375,35599.65234375,35599.65234375,2566144,0.0,0.0
2023-11-02 04:01:00+00:00,35620.36328125,35620.36328125,35620.36328125,35620.36328125,0,0.0,0.0
2023-11-02 04:02:00+00:00,35608.73046875,35608.73046875,35608.73046875,35608.73046875,0,0.0,0.0
2023-11-02 04:03:00+00:00,35611.1953125,35611.1953125,35611.1953125,35611.1953125,0,0.0,0.0
2023-11-02 04:04:00+00:00,35609.0859375,35609.0859375,35609.0859375,35609.0859375,0,0.0,0.0
2023-11-02 04:05:00+00:00,35596.07421875,35596.07421875,35596.07421875,35596.07421875,0,0.0,0.0
2023-11-02 04:06:00+00:00,35601.8515625,35601.8515625,35601.8515625,35601.8515625,0,0.0,0.0
2023-11-02 04:07:00+00:00,35597.5078125,35597.5078125,35597.5078125,35597.5078125,354304,0.0,0.0
2023-11-02 04:08:00+00:00,35541.4921875,35541.4921875,35541.4921875,35541.4921875,5908480,0.0,0.0
2023-11-02 04:09:00+00:00,35562.34375,35562.34375,35562.34375,35562.34375,11010048,0.0,0.0
2023-11-02 04:10:00+00:00,35576.6640625,35576.6640625,35576.6640625,35576.6640625,23898112,0.0,0.0
